AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 12; 18; 14; 14; 15; 25; 18; 8; 9; 8; 5; 8 
5;004a. Praça da República; 30; 46; 76; 47; 58; 44; 40; 59; 40; 66; 76; 70 
5;005a. Mem de Sá; 13; 20; 38; 16; 27; 22; 27; 22; 24; 36; 30; 25 
4;006a. Cidade nova; 71; 31; 30; 33; 40; 31; 43; 73; 46; 39; 52; 16 
5;007a. Santa Tereza; 2; 3; 2; - ; 1; 4; 1; 17; 3; 5; 24; 3 
2;009a. Catete; 61; 25; 37; 27; 23; 21; 34; 33; 38; 25; 29; 20 
2;010a. Botafogo; 50; 35; 28; 19; 24; 32; 32; 17; 30; 24; 27; 28 
23;011a. Rocinha; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 7 
19;012a. Copacabana; 19; 15; 17; 21; 15; 12; 15; 13; 19; 16; 16; 15 
19;013a. Ipanema; 21; 11; 16; 10; 9; 16; 15; 11; 17; 20; 8; 11 
23;014a. Leblon; 22; 21; 29; 23; 23; 16; 10; 20; 31; 25; 24; 32 
23;015a. Gávea; 27; 34; 38; 41; 33; 32; 34; 27; 52; 42; 50; 44 
31;016a. Barra da Tijuca; 50; 87; 69; 51; 64; 66; 50; 94; 99; 68; 68; 78 
4;017a. São Cristóvão; 45; 63; 53; 49; 70; 86; 48; 62; 66; 83; 86; 62 
4;018a. Praça da Bandeira; 23; 21; 24; 27; 32; 58; 20; 26; 33; 23; 33; 43 
6;019a. Tijuca; 15; 20; 30; 29; 25; 22; 31; 31; 22; 32; 32; 28 
6;020a. Grajaú; 27; 22; 23; 26; 17; 28; 14; 21; 24; 26; 34; 24 
22;021a. Bonsucesso; 99; 91; 122; 101; 114; 93; 126; 153; 117; 117; 86; 111 
16;022a. Penha; 53; 66; 59; 75; 70; 72; 67; 76; 105; 94; 88; 62 
3;023a. Meier; 14; 15; 23; 19; 36; 22; 18; 20; 19; 27; 29; 26 
3;024a. Piedade; 45; 30; 19; 36; 22; 25; 42; 27; 37; 24; 34; 19 
3;025a. Engenho novo; 32; 27; 33; 46; 24; 30; 20; 29; 28; 75; 31; 34 
3;026a. Todos os Santos; 11; 30; 20; 34; 29; 41; 40; 36; 24; 28; 23; 35 
41;027a. Vicente de Carvalho; 36; 57; 43; 72; 43; 52; 71; 51; 104; 51; 45; 40 
9;028a. Campinho; 53; 51; 44; 28; 50; 54; 43; 41; 62; 58; 35; 34 
9;029a. Madureira; 30; 36; 29; 32; 27; 34; 57; 35; 50; 31; 38; 38 
9;030a. marechal Hermes; 18; 14; 23; 21; 18; 38; 38; 31; 22; 12; 20; 25 
41;031a. Ricardo Albuquerque; 23; 24; 33; 41; 34; 23; 65; 38; 36; 24; 35; 46 
18;032a. Taquara; 60; 88; 77; 88; 93; 74; 79; 109; 112; 88; 83; 105 
14;033a. Realengo; 45; 63; 64; 71; 89; 72; 65; 66; 80; 81; 80; 74 
14;034a. Bangu; 65; 80; 100; 95; 57; 83; 82; 88; 109; 110; 105; 87 
40;035a. Campo Grande; 179; 216; 185; 160; 162; 156; 144; 145; 186; 119; 165; 235 
27;036a. Santa Cruz; 62; 47; 70; 79; 54; 72; 78; 79; 77; 85; 74; 110 
17;037a. Ilha do Governador; 55; 35; 34; 54; 52; 57; 64; 68; 74; 52; 38; 64 
16;038a. Braz de Pina; 96; 63; 74; 58; 55; 41; 65; 75; 74; 99; 82; 88 
41;039a. Pavuna; 35; 35; 37; 45; 33; 52; 34; 33; 42; 62; 35; 46 
9;040a. Honório Gurgel; 17; 17; 20; 33; 24; 31; 15; 23; 25; 25; 35; 22 
18;041a. Tanque; 16; 43; 51; 41; 39; 42; 35; 41; 44; 41; 50; 34 
31;042a. Recreio; 56; 34; 45; 55; 49; 27; 48; 91; 46; 31; 56; 48 
27;043a. Pedra de Guaratiba; 31; 52; 52; 47; 48; 58; 62; 49; 53; 58; 69; 45 
3;044a. Inhaúma; 39; 32; 51; 35; 34; 23; 34; 47; 49; 41; 24; 40 
16;045a. Alemão; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
24;048a. Seropédica; 14; 16; 11; 10; 21; 26; 16; 21; 9; 18; 13; 14 
24;050a. Itaguaí; 23; 20; 20; 44; 29; 53; 25; 63; 35; 26; 39; 20 
24;051a. Paracambí; 4; 9; 9; 5; 7; 6; 5; 6; 3; 5; 6; 7 
20;052a. nova Iguaçu; 37; 54; 66; 72; 71; 45; 54; 57; 77; 43; 47; 66 
20;053a. Mesquita; 13; 24; 20; 32; 23; 26; 39; 34; 34; 31; 30; 32 
39;054a. Belford Roxo; 40; 50; 52; 45; 45; 73; 67; 77; 71; 76; 59; 62 
24;055a. Queimados; 18; 16; 38; 28; 18; 25; 25; 51; 25; 24; 20; 34 
20;056a. Comendador Soares; 31; 37; 43; 32; 28; 49; 34; 48; 38; 54; 39; 40 
20;057a. Nilópolis; 31; 19; 33; 36; 13; 13; 18; 34; 25; 18; 16; 21 
20;058a. Posse; 45; 60; 59; 41; 64; 59; 59; 76; 61; 89; 46; 70 
15;059a. Duque de Caxias; 81; 95; 93; 102; 68; 63; 105; 72; 103; 107; 84; 103 
