AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 1; - ; - ; 1; - ; - ; 1; - ; - ; - ; 1; -   
5;004a. Praça da República; 5; 1; 2; - ; 1; 3; 1; 2; 2; 3; - ; 2 
5;005a. Mem de Sá; - ; 1; 2; 1; 1; 10; 2; 3; 1; 4; 5; 2 
4;006a. Cidade nova; 4; - ; - ; 2; 2; 4; 5; 2; 2; 2; 1; -   
5;007a. Santa Tereza; - ; 1; 3; 1; 3; - ; - ; - ; 1; - ; - ; -   
2;009a. Catete; - ; - ; - ; 2; 1; 1; 1; 6; 2; 1; 3; 1 
2;010a. Botafogo; 2; 2; 1; 3; - ; 2; - ; 2; 2; 1; 2; 1 
23;011a. Rocinha; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 2 
19;012a. Copacabana; 1; 2; 3; 1; 2; 4; 2; - ; 2; 2; - ; 3 
19;013a. Ipanema; - ; 1; - ; 1; 2; - ; 1; 1; - ; 2; - ; -   
23;014a. Leblon; 2; 2; - ; 1; 3; - ; 1; 1; - ; - ; 1; -   
23;015a. Gávea; 2; 2; - ; 4; 2; 2; 5; 1; 4; 2; 3; 2 
31;016a. Barra da Tijuca; 1; 3; 1; 3; 8; 7; 2; - ; 5; 9; 2; 5 
4;017a. São Cristóvão; 3; - ; 3; 2; 7; 6; 4; 5; 7; 3; 1; 1 
4;018a. Praça da Bandeira; - ; 1; - ; 1; 2; - ; 1; 1; 1; 1; 1; 1 
6;019a. Tijuca; 2; - ; 3; - ; 4; 4; 3; 2; 3; - ; 4; -   
6;020a. Grajaú; 1; - ; - ; 4; 2; 5; 1; 1; 1; 4; - ; 1 
22;021a. Bonsucesso; 8; 12; 5; 6; 7; 8; 8; 9; 4; 12; 15; 2 
16;022a. Penha; 5; 3; 4; 4; 3; 4; 4; 10; 7; 5; 3; 2 
3;023a. Meier; - ; 1; 1; - ; 1; - ; 3; - ; - ; - ; 6; 6 
3;024a. Piedade; 2; 3; 3; 1; 2; 3; - ; 5; 2; 3; 2; 4 
3;025a. Engenho novo; 4; 5; 4; 3; 7; 5; 2; 1; 4; 1; 1; 3 
3;026a. Todos os Santos; 4; 1; 2; 2; - ; 1; 1; 1; - ; 2; 2; 2 
41;027a. Vicente de Carvalho; 3; 3; - ; 3; 3; 4; 5; 1; 2; - ; 3; 3 
9;028a. Campinho; 2; 8; 6; 5; 7; 4; 3; 6; 6; 3; 3; 3 
9;029a. Madureira; 3; - ; 1; 4; 1; 5; 4; 4; 2; 4; 2; 1 
9;030a. marechal Hermes; 2; 3; 4; 4; 4; 3; 7; 1; 2; 4; 1; 1 
41;031a. Ricardo Albuquerque; 1; 3; 1; 5; 3; 2; 2; 4; 4; 1; 3; 6 
18;032a. Taquara; 10; 14; 14; 11; 16; 11; 8; 13; 21; 14; 8; 15 
14;033a. Realengo; 13; 8; 5; 5; 6; 9; 6; 7; 8; 7; 10; 5 
14;034a. Bangu; 8; 10; 11; 7; 15; 8; 13; 11; 14; 10; 7; 7 
