AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
5;004a. Praça da República; 7; 7; 11; 8; 17; 5; 22; 20; 10; 22; 26; 10 
5;005a. Mem de Sá; 99; 111; 106; 93; 86; 111; 83; 93; 61; 88; 86; 75 
4;006a. Cidade nova; 21; 41; 2; 5; 3; 1; 2; 4; - ; 4; 3; 6 
5;007a. Santa Tereza; - ; - ; - ; - ; - ; - ; 1; - ; - ; - ; - ; -   
2;009a. Catete; 7; 3; 10; 7; 1; 8; 9; 7; 1; 1; 4; 10 
2;010a. Botafogo; 3; 6; 5; 3; 7; 8; 2; 2; 2; 2; 3; 3 
23;011a. Rocinha; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
19;012a. Copacabana; 44; 46; 85; 83; 82; 91; 82; 60; 73; 95; 84; 64 
19;013a. Ipanema; 19; 40; 19; 6; 2; 3; 5; 3; 4; 6; 4; 8 
23;014a. Leblon; 57; 61; 51; 31; 49; 42; 39; 40; 43; 33; 48; 41 
23;015a. Gávea; 3; 2; 8; 3; 1; 5; 3; - ; - ; 1; - ; 5 
31;016a. Barra da Tijuca; 38; 37; 40; 39; 36; 28; 34; 37; 51; 37; 52; 55 
4;017a. São Cristóvão; 6; 7; 45; 50; 69; 59; 51; 53; 47; 47; 52; 45 
4;018a. Praça da Bandeira; 3; - ; - ; 8; 1; 6; 2; 3; - ; 4; - ; 4 
6;019a. Tijuca; 36; 41; 53; 49; 33; 43; 36; 28; 40; 36; 43; 41 
6;020a. Grajaú; - ; 1; - ; 1; 1; 7; 5; - ; - ; 5; 8; 6 
22;021a. Bonsucesso; 26; 47; 32; 44; 31; 42; 31; 31; 37; 36; 41; 39 
16;022a. Penha; 38; 79; 60; 71; 61; 97; 102; 91; 98; 107; 90; 105 
3;023a. Meier; 1; 2; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
3;024a. Piedade; 19; 29; 39; 36; 59; 34; 29; 28; 34; - ; - ; -   
3;025a. Engenho novo; 38; 29; 51; 36; 34; 50; 28; 28; 25; 108; 62; 76 
3;026a. Todos os Santos; 1; - ; - ; 1; 1; 2; - ; 2; - ; 1; 1; -   
41;027a. Vicente de Carvalho; 1; - ; - ; - ; 4; - ; 2; - ; 1; 2; - ; -   
9;028a. Campinho; 32; 34; 27; 32; 33; 23; 25; 35; 37; - ; - ; 7 
9;029a. Madureira; 24; 25; 32; 33; 22; 11; 21; 22; 42; 57; 65; 71 
9;030a. marechal Hermes; 1; 1; 2; - ; - ; - ; 1; - ; - ; - ; - ; -   
41;031a. Ricardo Albuquerque; - ; - ; 1; - ; - ; - ; 3; 1; 2; - ; - ; -   
18;032a. Taquara; 15; 14; 20; 28; 26; 43; 20; 46; 61; 54; 48; 57 
14;033a. Realengo; 28; 18; - ; 1; - ; - ; - ; - ; - ; 1; - ; 1 
14;034a. Bangu; 55; 68; 110; 120; 98; 99; 116; 122; 93; 120; 107; 95 
40;035a. Campo Grande; 39; 48; 59; 63; 56; 53; 49; 54; 51; 77; 52; 48 
27;036a. Santa Cruz; 6; 3; - ; 5; 3; 8; 14; 4; 2; 9; 2; 14 
17;037a. Ilha do Governador; 25; 42; 17; 34; 28; 30; 30; 26; 28; 51; 22; 27 
16;038a. Braz de Pina; 55; 61; 75; 68; 67; 20; 3; 2; 1; 3; - ; -   
41;039a. Pavuna; 5; 14; 15; 18; 25; 14; 5; 8; 16; 6; 1; 8 
9;040a. Honório Gurgel; - ; - ; 1; - ; - ; - ; - ; - ; - ; - ; - ; 1 
