AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 1; 5; 4; 5; 4; 4; 2; 1; 4; 4; 2; 2 
5;004a. Praça da República; 12; 19; 34; 32; 42; 19; 20; 25; 33; 31; 54; 40 
5;005a. Mem de Sá; 38; 21; 28; 33; 21; 12; 12; 17; 13; 21; 25; 32 
4;006a. Cidade nova; 20; 27; 20; 27; 16; 17; 7; 13; 19; 39; 24; 26 
5;007a. Santa Tereza; 12; 15; 22; 16; 26; 10; 14; 21; 18; 16; 23; 24 
2;009a. Catete; 6; 11; 15; 26; 17; 4; 14; 9; 4; 12; 11; 12 
2;010a. Botafogo; 4; 7; 10; 9; 10; 19; 6; 4; 1; 4; 2; 5 
23;011a. Rocinha; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 2 
19;012a. Copacabana; 9; 16; 28; 24; 20; 16; 13; 8; 19; 29; 24; 22 
19;013a. Ipanema; 11; 16; 16; 15; 11; 17; 14; 2; 10; 19; 10; 19 
23;014a. Leblon; 9; 12; 21; 5; 16; 13; 4; 8; 7; 12; 20; 21 
23;015a. Gávea; 37; 22; 40; 28; 21; 20; 9; 6; 12; 9; 17; 8 
31;016a. Barra da Tijuca; 8; 12; 8; 7; 8; 4; 11; 7; 12; 13; 5; 13 
4;017a. São Cristóvão; 20; 21; 44; 25; 45; 26; 16; 37; 24; 31; 28; 21 
4;018a. Praça da Bandeira; 5; 3; - ; 4; 14; 6; 5; 3; 2; 9; 13; 6 
6;019a. Tijuca; 24; 28; 33; 27; 19; 18; 7; 25; 24; 11; 7; 19 
6;020a. Grajaú; 17; 12; 23; 17; 34; 30; 34; 15; 20; 9; 8; 15 
22;021a. Bonsucesso; 49; 45; 61; 64; 55; 47; 41; 45; 51; 105; 88; 82 
16;022a. Penha; 36; 44; 45; 52; 52; 43; 41; 34; 38; 52; 52; 38 
3;023a. Meier; 1; 3; 2; 6; - ; 1; 2; - ; - ; - ; 2; -   
3;024a. Piedade; - ; 5; 1; - ; 8; 7; 2; 3; 10; 1; 2; 2 
3;025a. Engenho novo; 37; 29; 56; 42; 38; 41; 42; 40; 24; 56; 33; 55 
3;026a. Todos os Santos; 26; 7; 7; 11; 14; 3; 5; 11; 7; 15; 14; 21 
41;027a. Vicente de Carvalho; 3; 8; 7; 5; 10; 6; 4; 2; 2; 5; 4; 9 
9;028a. Campinho; - ; 5; 1; 4; 5; 4; 1; 5; 7; 2; 2; 4 
9;029a. Madureira; 18; 21; 16; 16; 12; 11; 7; 10; 29; 14; 11; 16 
9;030a. marechal Hermes; 5; 2; 8; 5; 3; 9; 1; 7; 4; 4; 8; 13 
41;031a. Ricardo Albuquerque; 7; 9; 4; 9; 10; 6; - ; 8; 10; 14; 5; 7 
18;032a. Taquara; 20; 26; 29; 25; 43; 33; 24; 33; 32; 38; 52; 41 
14;033a. Realengo; 18; 11; 9; 30; 13; 3; 6; 11; 27; 16; 21; 9 
14;034a. Bangu; 78; 60; 91; 113; 78; 63; 95; 67; 66; 95; 62; 52 
40;035a. Campo Grande; 6; 6; 13; 11; 5; 4; 4; 9; 9; 4; 4; 6 
27;036a. Santa Cruz; 6; 10; 3; 8; 3; 2; 10; 6; 14; 31; 27; 17 
17;037a. Ilha do Governador; 11; 13; 11; 11; 5; 6; 5; 6; 3; 15; 12; 15 
16;038a. Braz de Pina; 18; 17; 14; 23; 16; 4; 2; 6; 14; 12; 9; 12 
41;039a. Pavuna; 14; 28; 35; 29; 31; 13; 11; 22; 23; 22; 7; 11 
9;040a. Honório Gurgel; 5; 2; 8; 9; - ; 2; 6; 9; 5; 6; 8; 6 
18;041a. Tanque; 3; 7; 5; 8; 5; 4; 11; - ; 4; 5; 3; 5 
31;042a. Recreio; 5; 10; 16; 8; 9; 6; 7; 4; 6; 6; 2; 5 
27;043a. Pedra de Guaratiba; - ; - ; - ; - ; - ; - ; - ; 1; - ; 1; - ; 1 
3;044a. Inhaúma; 7; 6; 7; 6; 6; 8; 5; 1; 7; 9; 1; -   
16;045a. Alemão; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
24;048a. Seropédica; 4; 14; 14; 2; 2; 20; 15; 1; 6; 8; 7; 15 
24;050a. Itaguaí; 25; 25; 33; 23; 30; 9; 23; 18; 20; 15; 22; 14 
24;051a. Paracambí; 17; 8; 6; 9; 30; 10; 15; 18; 11; 18; 24; 15 
20;052a. nova Iguaçu; 3; 5; 5; 7; 1; 1; 2; 8; - ; 3; 7; 5 
20;053a. Mesquita; 20; 9; 39; 25; 29; 29; 25; 31; 25; 22; 19; 11 
39;054a. Belford Roxo; 31; 39; 44; 38; 39; 34; 46; 31; 27; 26; 20; 15 
24;055a. Queimados; 13; 15; 9; 1; 3; 9; 8; 8; 5; 13; 3; 4 
20;056a. Comendador Soares; 39; 24; 39; 35; 26; 27; 46; 25; 57; 48; 43; 43 
20;057a. Nilópolis; 17; 8; 10; 12; 15; 11; 17; 4; 6; 15; 2; 6 
20;058a. Posse; 10; 9; 13; 4; 24; 7; 11; 10; 10; 9; 8; 7 
15;059a. Duque de Caxias; 29; 20; 41; 58; 35; 23; 33; 71; 38; 47; 31; 22 
15;060a. Campos Elíseos; 44; 34; 21; 55; 26; 39; 34; 33; 32; 25; 18; 27 
15;061a. Xerém; 2; 1; 2; 1; 1; 1; 5; 3; - ; 1; 2; -   
15;062a. Imbariê; 7; 27; 25; 28; 20; 20; 26; 29; 31; 52; 29; 16 
24;063a. Japerí; 9; 20; 23; 19; 16; 20; 15; 14; 13; 18; 11; 14 
21;064a. Vilar dos Teles; 11; 8; 22; 27; 18; 8; 11; 9; 37; 31; 19; 15 
34;065a. Magé; 10; 9; 14; 15; 9; 19; 8; 9; 23; 21; 18; 9 
34;066a. Piabetá; 18; 17; 16; 32; 14; 10; 13; 21; 22; 8; 4; 6 
34;067a. Guapimirim; 3; 4; 4; 5; 3; 3; 1; 3; 1; 3; 10; 1 
35;070a. Tanguá; 3; 8; 8; 14; 5; 1; 5; 10; 3; 7; 10; 8 
