AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 1; 1; 2; - ; 1; - ; - ; 1; 1; 1; 1; -   
5;004a. Praça da República; 1; 1; 5; 4; 3; - ; 4; - ; 4; 3; - ; 4 
5;005a. Mem de Sá; 3; 2; 3; 3; 2; 2; 2; 4; 13; 2; 1; 5 
4;006a. Cidade nova; 4; 3; - ; 2; 1; 2; 2; 1; 3; 6; 5; 6 
5;007a. Santa Tereza; 2; 1; 2; - ; 1; - ; 1; 4; - ; 2; 1; -   
2;009a. Catete; 8; 16; 1; 1; - ; 7; - ; 1; 4; 4; 5; 1 
2;010a. Botafogo; 2; 2; 3; 1; - ; 2; 9; 6; - ; 4; 3; 1 
23;011a. Rocinha; 3; 4; - ; - ; 3; - ; 1; - ; - ; - ; 2; -   
19;012a. Copacabana; 7; 1; 12; 4; 9; 4; 2; 2; 6; 1; 4; 3 
19;013a. Ipanema; 6; - ; 1; - ; - ; - ; - ; 1; - ; - ; - ; -   
23;014a. Leblon; 1; 6; 1; 2; 1; 4; - ; 2; 1; - ; 1; 1 
23;015a. Gávea; 7; 3; - ; 2; 2; 6; - ; - ; 1; 2; 1; 1 
31;016a. Barra da Tijuca; 7; 6; 5; 9; 15; 1; 5; 2; 3; 2; 9; 3 
4;017a. São Cristóvão; 7; 2; 6; 5; 5; 6; 2; 3; 7; 13; 7; 5 
4;018a. Praça da Bandeira; 3; 1; - ; 3; - ; 3; 2; 1; 1; - ; - ; 2 
6;019a. Tijuca; 3; 6; 4; 4; 1; 2; 2; 5; 5; 8; 8; 3 
6;020a. Grajaú; - ; 1; - ; 1; 6; 2; 1; 6; 1; - ; 5; 8 
22;021a. Bonsucesso; 21; 7; 31; 12; 9; 12; 10; 5; 8; 13; 10; 8 
16;022a. Penha; 5; 6; 10; 4; 4; 7; 6; 7; 11; 14; 5; 6 
3;023a. Meier; 1; 3; 3; 1; 1; - ; 2; - ; - ; 2; 2; 1 
3;024a. Piedade; 6; 1; 2; 2; 3; 6; 6; - ; 1; 5; 1; 7 
3;025a. Engenho novo; 5; 8; 4; 9; 7; 9; 5; 7; 4; 7; 4; -   
3;026a. Todos os Santos; 1; 4; 3; 1; 1; - ; 3; 2; 1; 6; - ; -   
41;027a. Vicente de Carvalho; 13; 9; 9; 4; 10; 3; 9; 2; 8; 4; 11; 5 
9;028a. Campinho; 3; - ; 7; 7; 3; 3; 5; 1; 3; 2; 4; 9 
9;029a. Madureira; 7; 9; 10; 8; 24; 7; 9; 10; 5; 6; 19; 23 
9;030a. marechal Hermes; 3; 5; 7; 6; 7; 2; 6; 4; 2; 4; 4; 4 
41;031a. Ricardo Albuquerque; 3; 4; 4; 3; 4; 8; 8; 5; 3; 6; 9; 8 
18;032a. Taquara; 5; 9; 9; 9; 8; 7; 9; 4; 14; 9; 9; 7 
14;033a. Realengo; 7; 6; 1; 3; 9; 12; 10; 4; 6; 13; 5; 12 
14;034a. Bangu; 17; 17; 22; 17; 17; 29; 27; 17; 12; 26; 20; 17 
40;035a. Campo Grande; 4; 11; 7; 8; 6; 6; 13; 8; 4; 14; 10; 5 
27;036a. Santa Cruz; 6; 10; 8; 9; 10; 4; 5; 3; 11; 2; 3; 4 
17;037a. Ilha do Governador; 8; 2; 10; 5; - ; 21; 4; 14; 3; 20; 20; 5 
16;038a. Braz de Pina; 3; 9; 6; 2; 5; 7; 8; 5; 5; 9; 6; 10 
41;039a. Pavuna; 31; 17; 26; 13; 31; 18; 15; 8; 8; 31; 7; 16 
9;040a. Honório Gurgel; 6; 9; 9; 2; 6; 2; 5; 7; 2; 3; 8; 7 
18;041a. Tanque; 1; 4; 2; 3; 1; 3; - ; 5; 1; 2; 5; 2 
31;042a. Recreio; 4; 5; 7; 4; 1; 5; 6; 3; - ; 5; - ; 4 
27;043a. Pedra de Guaratiba; 1; 5; - ; 2; - ; 5; 2; 2; 8; - ; 1; 1 
3;044a. Inhaúma; 5; 3; 1; 1; 3; 9; 5; 3; 5; 5; 4; 4 
16;045a. Alemão; - ; 1; 1; 2; 1; 4; 2; 3; 3; - ; - ; -   
24;048a. Seropédica; 1; 3; 7; 4; 4; 1; 5; 2; 2; 9; 6; 1 
24;050a. Itaguaí; 3; 5; 9; 10; 9; 5; 11; 12; 3; 3; 11; 4 
24;051a. Paracambí; - ; - ; 2; - ; 2; 4; - ; 1; - ; - ; 1; -   
20;052a. nova Iguaçu; 3; 7; 13; 4; 12; 4; 10; 7; 3; 4; 5; 8 
20;053a. Mesquita; 1; 5; 5; 6; 3; 11; 11; 7; 6; 2; 6; 5 
39;054a. Belford Roxo; 18; 25; 12; 19; 20; 27; 20; 15; 25; 32; 22; 9 
24;055a. Queimados; 5; 8; 1; 2; - ; 5; 3; 2; 3; - ; 5; 1 
20;056a. Comendador Soares; 15; 17; 24; 11; 13; 13; 17; 22; 17; 22; 9; 10 
20;057a. Nilópolis; 3; 3; 3; 4; 3; 3; 3; 2; 5; 7; 2; 6 
20;058a. Posse; 4; 6; 2; 14; 17; 24; 7; 11; 20; 20; 11; 7 
15;059a. Duque de Caxias; 28; 29; 16; 16; 23; 18; 11; 23; 17; 31; 21; 16 
15;060a. Campos Elíseos; 17; 37; 25; 16; 16; 18; 20; 13; 12; 13; 5; 6 
15;061a. Xerém; 2; - ; 3; 6; 6; 9; 6; 3; 4; 4; 5; 2 
15;062a. Imbariê; 11; 3; 17; 8; 13; 8; 10; 14; 11; 8; 21; 10 
24;063a. Japerí; 1; 3; 5; 5; 6; 8; 2; 1; 1; 2; 9; 5 
21;064a. Vilar dos Teles; 17; 19; 18; 15; 26; 41; 15; 20; 22; 23; 29; 22 
34;065a. Magé; 6; 2; 11; 5; 4; 6; 4; 7; 6; 8; 7; 4 
34;066a. Piabetá; 5; 5; 7; 1; 3; 4; 5; 4; 3; 4; 7; 1 
34;067a. Guapimirim; 1; 1; 5; 1; - ; 1; 2; 5; 4; 2; 7; 3 
35;070a. Tanguá; 1; 1; - ; - ; - ; 2; - ; 2; 3; 1; 1; -   
35;071a. Itaboraí; 14; 14; 14; 6; 6; 15; 11; 19; 11; 17; 7; 10 
7;072a. São Gonçalo; 9; 5; 15; 11; 12; 14; 8; 12; 18; 16; 6; 10 
7;073a. Neves; 9; 18; 13; 8; 10; 15; 5; 18; 18; 18; 17; 18 
7;074a. Alcantara; 15; 20; 24; 12; 21; 11; 20; 34; 15; 14; 18; 20 
7;075a. Rio do Ouro; 7; 5; 12; 6; 11; 2; 4; 7; 6; 6; 5; 7 
12;076a. Niterói - Centro; 4; 1; 2; 5; 5; 1; 2; 6; 4; 6; 3; 2 
12;077a. Icaraí; 3; 4; 1; 4; 4; 4; 3; 8; 3; 2; 5; 3 
12;078a. Fonseca; 9; 17; 4; 11; 12; 11; 10; 5; 12; 4; 8; 12 
12;079a. Jurujuba; 2; 5; 3; 4; 7; 6; 3; 5; 1; 6; 2; 4 
12;081a. Itaipú; 1; 3; 5; 6; 8; 4; 4; 2; 4; - ; 5; 2 
12;082a. maricá; 3; 8; 3; 6; 6; 5; 6; 8; 5; 6; 11; 8 
10;087a. Paty do Alferes; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
10;088a. Barra do Piraí; 4; 3; 2; 3; 5; - ; 5; 5; 3; 6; 7; 5 
37;089a. Resende; 7; 6; 24; 5; 7; 5; 7; 3; 3; 9; 12; 7 
28;090a. Barra Mansa; 4; 4; 7; 9; 13; 8; 9; 6; 7; 8; 8; 5 
10;091a. Valença; 5; - ; 3; 6; - ; 3; 1; 3; 1; 2; 1; 2 
10;092a. Rio das Flores; - ; - ; - ; - ; 1; - ; 1; - ; 1; - ; - ; -   
28;093a. Volta Redonda; 15; 21; 3; 10; 14; 9; 11; 6; 17; 10; 10; 6 
10;094a. Piraí; 1; - ; 4; 2; - ; 1; - ; - ; - ; 1; - ; -   
10;095a. Vassouras; 2; - ; - ; - ; 2; 1; 1; - ; - ; 1; - ; 2 
10;096a. Miguel Pereira; 2; - ; 2; 5; 1; 1; - ; 1; 1; 4; 1; 2 
10;097a. Mendes; - ; 1; 1; 8; - ; 1; - ; - ; - ; 2; - ; -   
10;098a. Paulo de Frontin; 1; - ; 1; - ; - ; 6; 1; - ; - ; - ; - ; 1 
37;099a. Itatiaia; 1; 1; 2; 2; 2; 6; 1; 2; 5; 4; 5; 1 
37;100a. Porto Real; 1; 3; 2; 1; 3; 1; 1; 6; 3; 2; 7; -   
28;101a. Pinheiral; - ; - ; - ; 1; - ; - ; 1; 5; - ; 1; 1; 1 
30;104a. São J. Rio Preto; 1; 1; - ; 2; - ; 1; 1; - ; - ; - ; - ; 1 
26;105a. Petrópolis; 5; 6; 7; 4; 3; 9; 6; 3; 6; 7; 1; 1 
26;106a. Itaipava; - ; - ; - ; - ; - ; - ; 1; 3; - ; - ; 2; -   
38;107a. Paraíba do Sul; 1; 2; - ; 3; 1; - ; 2; 4; - ; - ; 3; 3 
38;108a. Três Rios; 6; 2; 1; 2; 2; 5; 2; 9; 2; 3; 14; 2 
38;109a. Sapucaia; - ; - ; 2; - ; - ; - ; 2; 2; - ; - ; - ; -   
30;110a. Teresópolis; 10; 3; 5; 7; 5; 5; 11; 7; 9; 7; 3; 2 
30;111a. Sumidouro; - ; 4; - ; 2; 1; - ; - ; - ; - ; - ; 1; 3 
30;112a. Carmo; - ; - ; - ; - ; - ; - ; - ; 2; - ; - ; - ; -   
25;118a. Araruama; 5; 1; 5; 5; 1; 3; 4; 7; 8; 5; 8; 2 
35;119a. Rio Bonito; 1; 8; 1; 1; 6; 1; - ; 2; 4; - ; 1; 4 
35;120a. Silva Jardim; 1; 1; 1; 2; - ; 2; 1; 1; 2; - ; 3; 2 
32;121a. Casimiro de abreu; - ; 4; 2; 3; 1; 2; 2; 3; 4; 2; 2; 1 
32;122a. Conceição de Macabú; 1; 1; 1; - ; - ; 1; 3; - ; 2; 5; 2; -   
32;123a. Macaé; 18; 9; 14; 9; 12; 17; 11; 17; 11; 13; 7; 14 
25;124a. Saquarema; 2; 2; 3; 6; 3; 4; 6; 1; 2; 4; 5; 3 
25;125a. São Pedro da Aldeia; 2; 3; 2; 1; 6; 2; 4; 6; 3; 4; 5; 1 
25;126a. Cabo Frio; 22; 31; 25; 13; 21; 18; 19; 49; 16; 26; 14; 17 
25;127a. Búzios; 2; 3; 2; 1; 1; 1; 6; - ; - ; - ; 2; 1 
32;128a. Rio das Ostras; 5; 5; 2; 3; 6; 2; 1; 5; 5; 5; 8; 2 
25;129a. Iguaba; - ; - ; - ; - ; - ; 1; - ; - ; - ; 1; - ; 1 
32;130a. Quissamã; 1; 2; - ; 3; 3; 1; 1; - ; 1; 3; - ; -   
25;132a. Arraial do Cabo; - ; - ; 2; 3; 7; - ; - ; - ; 1; 2; - ; 1 
8;134a. Campos; 31; 13; 36; 33; 18; 14; 16; 32; 14; 21; 24; 16 
36;135a. Itaocara; - ; - ; 1; - ; 3; 1; 1; 2; 17; 5; 4; 2 
36;136a. Santo Antônio de Pádua; 5; 9; 2; 2; 6; 2; 1; 4; 9; 15; 6; 2 
36;137a. Miracema; 2; - ; 3; 12; 4; 2; - ; 3; 2; 2; 2; 4 
29;138a. Lajes de Muriaré; 1; - ; - ; 3; - ; - ; - ; 2; - ; - ; 3; -   
29;139a. Porciúncula; 1; - ; 1; - ; 3; - ; - ; - ; - ; 1; 3; 1 
29;140a. Natividade; 5; 2; - ; 2; 2; - ; 1; - ; - ; 3; 3; 1 
8;141a. São Fidelis; - ; 1; 1; 1; 1; - ; 2; 1; 1; - ; 2; 3 
36;142a. Cambucí; 1; 2; 2; 1; - ; - ; 3; 1; 2; 1; - ; 2 
29;143a. Itaperuna; 9; 10; 4; 7; 8; 42; 2; 11; 23; 6; 3; 4 
29;144a. Bom Jesus do Itabapoana; - ; 3; 3; 1; 1; 7; 5; 4; - ; 1; 3; 11 
8;145a. São João da Barra; 7; 5; 1; 1; 3; 2; 2; 3; - ; 4; 2; 4 
8;146a. Guarus; 17; 15; 16; 28; 19; 16; 16; 26; 26; 16; 24; 26 
8;147a. São Francisco de Itabapoana; 1; 1; 2; 2; - ; - ; 1; 2; - ; 3; 2; 2 
29;148a. Italva; 1; - ; - ; 1; - ; 3; 2; - ; 4; 3; - ; -   
11;151a. nova Friburgo; 7; 10; 8; 5; 9; 9; 2; 6; 9; 10; 6; 7 
11;152a. Duas Barras; - ; 4; - ; - ; - ; - ; - ; - ; - ; - ; 2; -   
11;153a. Cantagalo; - ; 8; 1; 3; - ; - ; 3; 2; 1; 1; - ; 1 
11;154a. Cordeiro; - ; 1; - ; 1; 3; 2; - ; - ; - ; - ; - ; 1 
36;155a. São Sebastião do Alto; - ; 1; - ; - ; 3; - ; - ; - ; 2; 7; 1; -   
11;156a. Santa maria Madalena; 2; - ; - ; - ; - ; - ; 6; 4; - ; 2; - ; -   
11;157a. Trajano de Morais; - ; 6; 1; - ; 4; - ; 1; - ; - ; 1; 1; -   
11;158a. Bom Jardim; 1; - ; 1; - ; 1; 3; - ; 4; 7; 1; - ; 1 
35;159a. Cachoeira de Macacú; 12; 1; 2; 2; 1; 2; 3; 1; 6; 6; - ; 5 
33;165a. Mangaratiba; 3; 10; 1; 4; 1; 3; 1; 1; 3; 2; 1; 4 
33;166a. Angra dos Reis; 11; 9; 15; 11; 11; 8; 10; 8; 6; 14; 9; 6 
33;167a. Paraty; 2; 5; 4; 4; 16; 6; 5; 4; 5; 5; 7; 1 
33;168a. Rio Claro; 2; - ; 3; 12; - ; - ; 3; 2; - ; - ; - ; 1 
