AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 74; 87; 63; 80; 72; 59; 62; 66; 76; 63; 62; 64 
5;004a. Praça da República; 173; 197; 172; 185; 188; 166; 156; 163; 179; 200; 177; 179 
5;005a. Mem de Sá; 149; 239; 195; 188; 176; 166; 182; 168; 188; 150; 171; 206 
4;006a. Cidade nova; 82; 108; 91; 101; 130; 109; 95; 71; 83; 103; 92; 113 
5;007a. Santa Tereza; 60; 63; 47; 42; 40; 42; 42; 28; 52; 60; 48; 56 
2;009a. Catete; 183; 185; 141; 162; 135; 93; 113; 80; 108; 146; 135; 132 
2;010a. Botafogo; 93; 89; 113; 152; 119; 102; 66; 79; 93; 105; 95; 98 
23;011a. Rocinha; 3; 3; 11; 5; 3; 5; 3; 6; 2; 8; 4; 6 
19;012a. Copacabana; 93; 57; 57; 39; 38; 19; 32; 45; 39; 47; 61; 91 
19;013a. Ipanema; 60; 41; 36; 28; 23; 16; 16; 26; 33; 19; 29; 42 
23;014a. Leblon; 137; 219; 72; 79; 60; 62; 53; 57; 92; 44; 50; 78 
23;015a. Gávea; 32; 42; 37; 34; 46; 42; 32; 35; 48; 23; 21; 30 
31;016a. Barra da Tijuca; 209; 105; 157; 131; 150; 160; 153; 161; 127; 119; 115; 147 
4;017a. São Cristóvão; 180; 179; 177; 131; 188; 187; 153; 146; 161; 175; 159; 164 
4;018a. Praça da Bandeira; 135; 119; 143; 137; 166; 154; 160; 154; 126; 160; 144; 119 
6;019a. Tijuca; 107; 96; 114; 91; 123; 98; 78; 79; 76; 88; 78; 101 
6;020a. Grajaú; 135; 134; 131; 104; 118; 77; 88; 85; 97; 113; 106; 145 
22;021a. Bonsucesso; 262; 194; 213; 175; 202; 163; 165; 191; 216; 217; 243; 283 
16;022a. Penha; 207; 163; 231; 230; 215; 188; 228; 172; 143; 190; 251; 249 
3;023a. Meier; 230; 211; 199; 167; 134; 135; 144; 165; 178; 145; 154; 151 
3;024a. Piedade; 173; 154; 165; 134; 144; 124; 153; 126; 145; 151; 134; 168 
3;025a. Engenho novo; 184; 144; 178; 133; 121; 120; 136; 136; 162; 155; 155; 163 
3;026a. Todos os Santos; 153; 124; 123; 137; 107; 77; 94; 102; 102; 111; 105; 142 
41;027a. Vicente de Carvalho; 400; 345; 371; 340; 325; 327; 304; 267; 304; 345; 371; 430 
9;028a. Campinho; 263; 268; 238; 262; 257; 211; 236; 222; 225; 237; 246; 301 
9;029a. Madureira; 294; 301; 335; 268; 296; 330; 261; 283; 310; 275; 289; 383 
9;030a. marechal Hermes; 197; 206; 223; 194; 256; 238; 199; 154; 146; 140; 159; 166 
41;031a. Ricardo Albuquerque; 342; 380; 340; 292; 297; 296; 308; 314; 235; 234; 299; 324 
18;032a. Taquara; 191; 167; 198; 184; 185; 159; 139; 179; 147; 131; 125; 141 
14;033a. Realengo; 352; 338; 371; 286; 261; 221; 231; 233; 250; 279; 287; 251 
14;034a. Bangu; 595; 558; 462; 413; 399; 316; 355; 410; 455; 449; 464; 485 
40;035a. Campo Grande; 269; 298; 331; 285; 287; 281; 259; 259; 315; 300; 410; 470 
27;036a. Santa Cruz; 120; 105; 145; 120; 144; 110; 96; 103; 100; 135; 143; 132 
17;037a. Ilha do Governador; 110; 86; 93; 79; 75; 58; 62; 48; 47; 69; 65; 70 
16;038a. Braz de Pina; 257; 261; 264; 267; 241; 220; 212; 237; 213; 258; 264; 241 
41;039a. Pavuna; 393; 310; 360; 329; 346; 374; 362; 399; 410; 376; 363; 363 
9;040a. Honório Gurgel; 334; 320; 300; 307; 328; 271; 324; 288; 272; 342; 327; 324 
18;041a. Tanque; 145; 100; 99; 86; 80; 79; 86; 56; 68; 50; 60; 59 
31;042a. Recreio; 111; 110; 100; 115; 90; 95; 94; 79; 111; 86; 92; 90 
27;043a. Pedra de Guaratiba; 46; 38; 48; 40; 36; 25; 34; 38; 43; 64; 64; 58 
3;044a. Inhaúma; 203; 158; 189; 180; 190; 199; 184; 188; 229; 199; 231; 230 
16;045a. Alemão; 4; 2; 8; - ; 2; 7; 6; 2; 4; 6; 8; 12 
24;048a. Seropédica; 44; 41; 39; 29; 41; 39; 47; 33; 47; 31; 33; 52 
24;050a. Itaguaí; 143; 93; 122; 98; 106; 101; 117; 127; 123; 110; 125; 152 
24;051a. Paracambí; 8; 10; 17; 8; 15; 9; 15; 9; 10; 6; 14; 14 
20;052a. nova Iguaçu; 277; 197; 280; 270; 252; 230; 201; 241; 212; 228; 259; 247 
20;053a. Mesquita; 228; 144; 127; 165; 134; 113; 138; 119; 140; 130; 146; 158 
39;054a. Belford Roxo; 338; 273; 295; 272; 288; 188; 195; 234; 231; 264; 277; 267 
24;055a. Queimados; 71; 85; 83; 59; 68; 66; 75; 71; 71; 101; 105; 125 
20;056a. Comendador Soares; 308; 232; 240; 235; 255; 218; 180; 225; 213; 213; 284; 264 
20;057a. Nilópolis; 245; 271; 167; 213; 247; 203; 236; 235; 163; 170; 288; 291 
20;058a. Posse; 316; 294; 320; 305; 270; 225; 264; 281; 267; 249; 296; 305 
15;059a. Duque de Caxias; 529; 521; 467; 409; 335; 352; 456; 398; 391; 403; 464; 510 
15;060a. Campos Elíseos; 221; 195; 265; 212; 206; 203; 257; 255; 251; 232; 246; 267 
15;061a. Xerém; 37; 19; 32; 32; 18; 21; 19; 15; 23; 35; 16; 21 
15;062a. Imbariê; 161; 157; 152; 145; 129; 105; 164; 118; 159; 154; 151; 160 
24;063a. Japerí; 19; 10; 26; 28; 38; 33; 47; 31; 30; 48; 40; 44 
21;064a. Vilar dos Teles; 526; 536; 574; 502; 460; 478; 568; 550; 560; 589; 569; 651 
34;065a. Magé; 35; 43; 34; 28; 36; 26; 40; 33; 33; 42; 44; 47 
34;066a. Piabetá; 49; 49; 42; 39; 39; 36; 33; 29; 33; 61; 47; 55 
34;067a. Guapimirim; 22; 12; 18; 16; 11; 12; 13; 16; 12; 25; 17; 17 
35;070a. Tanguá; 13; 8; 9; 7; 7; 7; 5; 6; 12; 4; 2; 8 
35;071a. Itaboraí; 171; 95; 111; 110; 107; 63; 84; 103; 94; 102; 122; 120 
7;072a. São Gonçalo; 351; 260; 261; 246; 198; 146; 214; 266; 229; 260; 271; 312 
7;073a. Neves; 300; 259; 249; 287; 287; 189; 275; 251; 246; 305; 242; 307 
7;074a. Alcantara; 458; 312; 363; 334; 349; 273; 338; 309; 348; 351; 316; 417 
7;075a. Rio do Ouro; 295; 157; 225; 131; 150; 162; 192; 168; 196; 156; 171; 224 
12;076a. Niterói - Centro; 133; 116; 141; 132; 128; 105; 103; 98; 106; 113; 120; 117 
12;077a. Icaraí; 127; 105; 120; 121; 110; 91; 79; 69; 91; 82; 77; 81 
12;078a. Fonseca; 189; 141; 141; 142; 144; 171; 125; 136; 152; 141; 147; 146 
12;079a. Jurujuba; 89; 70; 69; 67; 79; 64; 62; 79; 72; 77; 46; 51 
12;081a. Itaipú; 91; 60; 84; 55; 54; 36; 54; 50; 39; 37; 48; 48 
12;082a. maricá; 68; 56; 83; 49; 48; 49; 76; 70; 57; 46; 41; 45 
10;087a. Paty do Alferes; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
10;088a. Barra do Piraí; 3; 4; 4; 5; 2; - ; 3; 1; 7; 2; 3; 1 
37;089a. Resende; 11; 8; 10; 11; 7; 9; 4; 3; 7; 10; 12; 13 
28;090a. Barra Mansa; 10; 25; 36; 17; 21; 16; 26; 22; 24; 21; 21; 22 
10;091a. Valença; - ; 3; 1; - ; 1; 2; 3; 1; 1; 1; 3; 1 
10;092a. Rio das Flores; - ; - ; - ; - ; 1; - ; - ; - ; - ; - ; - ; -   
28;093a. Volta Redonda; 14; 8; 22; 25; 17; 20; 18; 20; 21; 25; 22; 30 
10;094a. Piraí; 6; 4; 4; 3; 4; 8; 5; 4; 3; 4; 3; 4 
10;095a. Vassouras; 5; - ; 1; 3; 1; 1; 3; 1; 2; 2; 1; 1 
10;096a. Miguel Pereira; 2; - ; 1; 2; 2; 2; 4; 1; - ; - ; - ; 1 
10;097a. Mendes; - ; - ; - ; - ; - ; 1; 1; - ; - ; - ; - ; -   
10;098a. Paulo de Frontin; - ; - ; - ; - ; 3; - ; 1; - ; - ; 1; - ; 1 
37;099a. Itatiaia; 2; 4; 2; 2; 3; 7; 7; 2; 2; 1; 7; 10 
37;100a. Porto Real; - ; - ; 1; 2; 1; 2; 3; - ; - ; 2; 2; 4 
28;101a. Pinheiral; 3; 3; 1; - ; 1; 2; 3; 1; - ; 1; 1; -   
30;104a. São J. Rio Preto; - ; - ; - ; - ; 1; - ; 1; - ; - ; - ; - ; 1 
26;105a. Petrópolis; 14; 19; 13; 16; 15; 15; 9; 15; 13; 20; 18; 25 
26;106a. Itaipava; 1; 1; 3; 4; 6; 6; 3; 2; 2; 2; 8; 4 
38;107a. Paraíba do Sul; - ; 2; 1; - ; 1; - ; 1; - ; - ; - ; - ; 1 
38;108a. Três Rios; 7; 3; 6; 6; 6; 5; 3; 2; 2; - ; 2; 6 
38;109a. Sapucaia; 1; 4; 1; 2; 1; 1; 2; - ; 1; 1; 3; -   
30;110a. Teresópolis; 6; 4; 8; 7; 6; 2; 12; 11; 11; 7; 10; 16 
30;111a. Sumidouro; - ; - ; - ; - ; 2; - ; - ; - ; 3; - ; - ; -   
30;112a. Carmo; 1; 3; - ; 1; - ; - ; 1; 3; 1; 1; 1; 2 
25;118a. Araruama; 27; 30; 27; 31; 32; 17; 22; 25; 27; 25; 31; 35 
35;119a. Rio Bonito; 15; 13; 15; 17; 4; 8; 8; 5; 6; 12; 7; 11 
35;120a. Silva Jardim; 2; 6; 3; - ; 2; 2; 3; - ; 5; 2; 6; 9 
32;121a. Casimiro de abreu; 12; 6; 16; 4; 11; 3; 3; 3; 6; 5; 3; 7 
32;122a. Conceição de Macabú; 3; 2; 3; 4; 2; 1; 1; 3; - ; - ; 3; 3 
32;123a. Macaé; 114; 133; 157; 152; 84; 41; 85; 109; 145; 103; 114; 149 
25;124a. Saquarema; 20; 20; 15; 21; 17; 10; 13; 15; 21; 11; 22; 18 
25;125a. São Pedro da Aldeia; 13; 19; 22; 11; 11; 12; 14; 19; 16; 24; 14; 19 
25;126a. Cabo Frio; 81; 113; 59; 53; 43; 54; 62; 29; 48; 61; 45; 68 
25;127a. Búzios; 17; 24; 8; 16; 14; 9; 9; 6; 22; 16; 14; 8 
32;128a. Rio das Ostras; 78; 90; 82; 74; 39; 26; 35; 54; 43; 64; 74; 81 
25;129a. Iguaba; 11; 6; 12; 6; 5; 3; 2; 3; 5; 8; 8; 4 
32;130a. Quissamã; 9; 8; 3; 8; 7; 6; 2; 4; 9; 6; 5; 5 
25;132a. Arraial do Cabo; 3; 6; 2; - ; 1; 2; 1; 3; - ; 2; 2; 10 
8;134a. Campos; 114; 47; 65; 73; 81; 85; 67; 72; 77; 88; 104; 114 
36;135a. Itaocara; - ; 1; - ; 2; - ; - ; - ; 2; - ; - ; 1; 3 
36;136a. Santo Antônio de Pádua; 1; 1; - ; 3; - ; 2; 1; 1; 8; 3; 3; 2 
36;137a. Miracema; 4; 1; 1; - ; - ; - ; - ; 2; - ; 1; - ; -   
29;138a. Lajes de Muriaré; 1; - ; - ; - ; - ; - ; - ; 1; - ; - ; - ; -   
29;139a. Porciúncula; - ; - ; 1; - ; - ; - ; - ; - ; - ; - ; 1; -   
29;140a. Natividade; 2; - ; - ; - ; - ; - ; 1; - ; - ; - ; - ; -   
8;141a. São Fidelis; 3; - ; - ; 2; - ; - ; 1; - ; 2; 4; 2; -   
36;142a. Cambucí; 1; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
29;143a. Itaperuna; 3; 1; - ; 2; 2; - ; - ; - ; 5; - ; 2; 1 
29;144a. Bom Jesus do Itabapoana; 1; - ; - ; 1; - ; 1; - ; - ; 1; 1; 1; -   
8;145a. São João da Barra; 14; 27; 7; 8; 8; 9; 9; 3; 7; 5; 10; 4 
8;146a. Guarus; 43; 27; 42; 37; 38; 39; 28; 36; 20; 30; 32; 43 
8;147a. São Francisco de Itabapoana; 15; 2; 3; 5; 2; - ; 2; 8; 3; 4; 1; 3 
29;148a. Italva; 2; - ; - ; 1; 1; - ; - ; 2; - ; 1; - ; 1 
11;151a. nova Friburgo; 11; 9; 11; 8; 11; 17; 17; 12; 9; 18; 11; 14 
11;152a. Duas Barras; 1; - ; 1; 1; - ; - ; - ; 1; - ; - ; - ; -   
11;153a. Cantagalo; 3; - ; 2; 1; 2; 2; 2; 2; 1; 3; - ; 2 
11;154a. Cordeiro; 1; 4; - ; - ; - ; - ; 3; 5; 1; - ; 2; -   
36;155a. São Sebastião do Alto; - ; 1; - ; - ; - ; 1; 1; - ; 1; 1; - ; -   
