AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 198; 338; 352; 162; 167; 182; 192; 139; 177; 161; 162; 152 
5;004a. Praça da República; 424; 493; 517; 428; 434; 393; 518; 445; 488; 489; 446; 509 
5;005a. Mem de Sá; 382; 617; 1020; 356; 378; 537; 680; 420; 354; 348; 355; 408 
4;006a. Cidade nova; 117; 173; 182; 137; 111; 81; 105; 115; 136; 124; 142; 108 
5;007a. Santa Tereza; 51; 69; 102; 32; 43; 40; 42; 35; 40; 44; 53; 55 
2;009a. Catete; 298; 242; 556; 210; 186; 211; 203; 194; 203; 194; 213; 180 
2;010a. Botafogo; 301; 311; 280; 286; 285; 284; 292; 239; 237; 254; 257; 263 
23;011a. Rocinha; 55; 30; 39; 21; 31; 34; 36; 34; 37; 31; 25; 34 
19;012a. Copacabana; 1256; 417; 455; 322; 306; 1218; 1565; 352; 327; 388; 461; 483 
19;013a. Ipanema; 279; 229; 311; 172; 171; 228; 253; 179; 169; 202; 185; 195 
23;014a. Leblon; 465; 566; 1132; 277; 252; 244; 299; 293; 278; 313; 273; 338 
23;015a. Gávea; 122; 194; 175; 103; 101; 115; 111; 95; 110; 109; 138; 107 
31;016a. Barra da Tijuca; 461; 407; 431; 381; 387; 357; 367; 350; 327; 397; 456; 455 
4;017a. São Cristóvão; 210; 208; 221; 226; 193; 206; 219; 184; 213; 197; 177; 180 
4;018a. Praça da Bandeira; 179; 185; 181; 188; 188; 428; 304; 146; 169; 187; 195; 151 
6;019a. Tijuca; 200; 221; 248; 241; 285; 311; 260; 217; 224; 213; 219; 179 
6;020a. Grajaú; 173; 174; 152; 171; 163; 142; 143; 145; 149; 166; 135; 126 
22;021a. Bonsucesso; 270; 279; 283; 232; 234; 243; 258; 280; 267; 255; 227; 277 
16;022a. Penha; 183; 191; 162; 163; 152; 160; 197; 149; 189; 121; 163; 155 
3;023a. Meier; 194; 201; 220; 210; 186; 198; 205; 235; 240; 239; 222; 221 
3;024a. Piedade; 54; 75; 79; 94; 72; 71; 74; 64; 70; 95; 65; 60 
3;025a. Engenho novo; 115; 126; 116; 113; 121; 94; 118; 107; 102; 118; 116; 95 
3;026a. Todos os Santos; 80; 70; 87; 91; 82; 75; 95; 92; 90; 103; 82; 71 
41;027a. Vicente de Carvalho; 204; 217; 250; 189; 205; 221; 189; 169; 199; 205; 174; 167 
9;028a. Campinho; 139; 98; 146; 124; 118; 99; 115; 99; 112; 120; 119; 84 
9;029a. Madureira; 226; 271; 251; 238; 206; 210; 247; 197; 235; 220; 198; 312 
9;030a. marechal Hermes; 108; 97; 94; 113; 89; 88; 88; 84; 67; 107; 92; 97 
41;031a. Ricardo Albuquerque; 99; 80; 98; 80; 94; 73; 80; 78; 76; 103; 90; 87 
18;032a. Taquara; 300; 310; 312; 334; 265; 262; 332; 281; 303; 331; 314; 308 
14;033a. Realengo; 222; 176; 207; 181; 173; 205; 197; 164; 181; 203; 130; 154 
14;034a. Bangu; 339; 334; 342; 327; 305; 268; 305; 260; 319; 323; 328; 306 
40;035a. Campo Grande; 494; 524; 534; 489; 496; 500; 443; 423; 464; 477; 458; 479 
27;036a. Santa Cruz; 203; 217; 234; 244; 195; 165; 208; 179; 214; 211; 167; 173 
17;037a. Ilha do Governador; 296; 237; 256; 278; 241; 210; 227; 235; 208; 181; 184; 240 
16;038a. Braz de Pina; 110; 150; 169; 132; 129; 125; 144; 148; 154; 133; 116; 94 
41;039a. Pavuna; 108; 109; 116; 106; 129; 135; 146; 108; 123; 115; 115; 126 
9;040a. Honório Gurgel; 81; 94; 103; 80; 91; 96; 87; 87; 93; 94; 72; 70 
18;041a. Tanque; 119; 124; 127; 118; 111; 99; 119; 93; 120; 141; 120; 114 
31;042a. Recreio; 403; 255; 266; 257; 241; 220; 231; 183; 245; 232; 265; 309 
27;043a. Pedra de Guaratiba; 114; 88; 82; 79; 81; 69; 75; 69; 79; 74; 86; 74 
3;044a. Inhaúma; 109; 100; 128; 107; 91; 110; 109; 108; 102; 102; 111; 107 
16;045a. Alemão; 12; 17; 29; 14; 16; 14; 17; 13; 13; 16; 12; 7 
24;048a. Seropédica; 46; 35; 33; 39; 58; 48; 57; 43; 34; 24; 30; 34 
24;050a. Itaguaí; 115; 97; 124; 94; 100; 90; 154; 89; 98; 121; 126; 114 
24;051a. Paracambí; 13; 22; 19; 12; 15; 17; 19; 14; 16; 17; 10; 11 
20;052a. nova Iguaçu; 253; 228; 252; 281; 277; 246; 274; 255; 286; 293; 262; 308 
20;053a. Mesquita; 143; 115; 96; 75; 86; 66; 80; 111; 131; 99; 83; 89 
39;054a. Belford Roxo; 170; 134; 150; 139; 140; 147; 118; 114; 138; 129; 112; 144 
24;055a. Queimados; 95; 66; 105; 74; 103; 81; 90; 83; 84; 65; 88; 65 
20;056a. Comendador Soares; 73; 75; 102; 68; 83; 85; 82; 82; 96; 84; 78; 86 
20;057a. Nilópolis; 153; 143; 126; 112; 136; 129; 119; 134; 115; 133; 119; 135 
20;058a. Posse; 142; 118; 136; 126; 122; 102; 151; 91; 127; 107; 117; 127 
15;059a. Duque de Caxias; 460; 496; 398; 445; 421; 439; 416; 368; 404; 414; 365; 424 
15;060a. Campos Elíseos; 88; 88; 86; 126; 116; 86; 82; 116; 87; 93; 101; 143 
15;061a. Xerém; 24; 20; 30; 16; 21; 19; 18; 22; 20; 22; 28; 20 
15;062a. Imbariê; 70; 45; 50; 38; 36; 58; 46; 61; 60; 56; 61; 53 
24;063a. Japerí; 30; 32; 34; 28; 36; 39; 29; 27; 29; 27; 31; 27 
21;064a. Vilar dos Teles; 251; 228; 269; 230; 283; 242; 242; 227; 223; 242; 240; 231 
34;065a. Magé; 62; 40; 54; 49; 54; 36; 57; 44; 37; 59; 42; 56 
34;066a. Piabetá; 83; 62; 78; 63; 51; 44; 68; 83; 61; 75; 70; 64 
34;067a. Guapimirim; 11; 23; 28; 36; 40; 36; 25; 21; 28; 30; 23; 17 
35;070a. Tanguá; 11; 7; 24; 15; 13; 16; 22; 7; 10; 9; 6; 8 
35;071a. Itaboraí; 164; 140; 182; 155; 175; 160; 132; 151; 147; 141; 147; 150 
7;072a. São Gonçalo; 188; 196; 179; 167; 186; 156; 155; 204; 149; 164; 169; 216 
7;073a. Neves; 152; 122; 113; 113; 103; 132; 144; 128; 148; 111; 110; 116 
7;074a. Alcantara; 259; 206; 193; 210; 200; 222; 248; 220; 209; 234; 257; 260 
7;075a. Rio do Ouro; 50; 45; 68; 43; 46; 51; 55; 51; 46; 53; 39; 45 
12;076a. Niterói - Centro; 273; 293; 315; 266; 285; 260; 307; 298; 253; 296; 310; 277 
12;077a. Icaraí; 177; 159; 150; 152; 137; 122; 129; 147; 114; 119; 132; 126 
12;078a. Fonseca; 109; 92; 78; 124; 93; 100; 110; 95; 69; 85; 94; 91 
12;079a. Jurujuba; 68; 46; 38; 45; 43; 37; 47; 39; 38; 37; 44; 48 
12;081a. Itaipú; 128; 93; 111; 65; 78; 62; 68; 83; 90; 83; 104; 114 
12;082a. maricá; 140; 120; 137; 100; 119; 94; 92; 79; 96; 102; 122; 138 
10;087a. Paty do Alferes; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
10;088a. Barra do Piraí; 38; 29; 34; 30; 37; 30; 31; 42; 31; 31; 28; 34 
