AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 1; 1; 4; 1; 2; 4; 6; 2; 1; - ; 1; 3 
5;004a. Praça da República; 5; 6; 5; 3; 5; 8; 5; 8; 7; 4; 3; 7 
5;005a. Mem de Sá; 7; 4; - ; 7; 2; 4; 6; 9; 12; 11; 3; 10 
4;006a. Cidade nova; 4; 5; 2; 5; 6; 3; - ; 4; - ; 3; 2; 3 
5;007a. Santa Tereza; 3; 1; 2; 3; - ; 1; 1; - ; - ; - ; - ; -   
2;009a. Catete; 9; 8; 5; 6; 4; 11; 10; 3; 3; 12; 4; 14 
2;010a. Botafogo; 11; 11; 12; 13; 21; 15; 9; 10; 7; 12; 12; 8 
23;011a. Rocinha; 4; - ; - ; - ; 2; 2; - ; 1; 1; - ; - ; -   
19;012a. Copacabana; 6; 4; 2; 5; 12; 5; 2; 6; 3; 1; 3; 4 
19;013a. Ipanema; 3; 2; 1; 1; 3; 3; 2; 5; 5; 1; 1; 4 
23;014a. Leblon; 3; 9; 6; 3; 6; 2; 7; 4; 9; 1; 4; 7 
23;015a. Gávea; 3; 4; 2; 1; 4; - ; 1; 4; 3; 3; 4; 3 
31;016a. Barra da Tijuca; 4; 8; 22; 18; 8; 7; 9; 7; 8; 13; 8; 11 
4;017a. São Cristóvão; 8; 7; 9; 7; 9; 7; 8; 10; 6; 8; 8; 7 
4;018a. Praça da Bandeira; 5; 6; 8; 8; 4; 3; 4; 3; 2; 3; 6; 6 
6;019a. Tijuca; 5; 3; 2; 4; 4; 1; 6; 5; 1; 5; 3; 5 
6;020a. Grajaú; 8; 23; 21; 23; 21; 6; 5; 1; 3; 8; 7; 13 
22;021a. Bonsucesso; 10; 8; 15; 10; 15; 11; 10; 4; 5; 3; 7; 11 
16;022a. Penha; 7; 11; 19; 15; 13; 22; 11; 8; 14; 11; 9; 19 
3;023a. Meier; 7; 15; 6; 16; 13; 6; 3; 3; 2; 1; 9; 9 
3;024a. Piedade; 3; 8; 16; 7; 5; 9; 5; 1; 2; 3; 6; 3 
3;025a. Engenho novo; 9; 7; 10; 17; 12; 4; 7; 1; 7; 7; 3; 9 
3;026a. Todos os Santos; 5; 7; 11; 12; 7; 6; 4; 3; 1; 3; 4; 5 
41;027a. Vicente de Carvalho; 9; 15; 16; 14; 22; 18; 17; 5; 8; 10; 15; 10 
9;028a. Campinho; 7; 18; 9; 10; 7; 6; 13; 11; 7; 7; 16; 11 
9;029a. Madureira; 13; 7; 7; 10; 8; 6; 8; 16; 7; 3; 15; 9 
9;030a. marechal Hermes; 13; 10; 2; 9; 7; 8; 9; 5; 7; 5; 11; 8 
41;031a. Ricardo Albuquerque; 9; 9; 17; 7; 9; 10; 7; 10; 4; 2; 8; 6 
18;032a. Taquara; 19; 6; 15; 16; 6; 15; 9; 7; 11; 10; 9; 19 
14;033a. Realengo; 22; 20; 24; 15; 12; 8; 18; 13; 11; 8; 17; 7 
14;034a. Bangu; 35; 19; 28; 18; 21; 15; 22; 15; 17; 16; 15; 9 
40;035a. Campo Grande; 33; 26; 28; 25; 29; 12; 9; 8; 14; 12; 16; 11 
27;036a. Santa Cruz; 10; 4; 13; 7; 20; 4; 3; 3; 8; 5; 3; 5 
17;037a. Ilha do Governador; 2; 4; 2; 1; 2; 1; 2; 3; 1; - ; 2; 4 
16;038a. Braz de Pina; 12; 10; 18; 13; 14; 13; 9; 7; 8; 4; 7; 14 
41;039a. Pavuna; 13; 12; 10; 19; 9; 7; 5; 7; 12; 5; 10; 5 
9;040a. Honório Gurgel; 4; 5; 6; 2; 3; 4; 7; 2; 4; 6; 7; 5 
18;041a. Tanque; 8; 8; 6; 4; 10; 2; 3; 2; 5; 1; 11; 5 
31;042a. Recreio; 3; 5; 4; 12; 4; - ; 6; 2; 4; 7; 6; 6 
27;043a. Pedra de Guaratiba; 2; 1; 2; 1; 1; 1; 3; 1; - ; - ; - ; 2 
3;044a. Inhaúma; 10; 6; 17; 17; 5; 5; 6; 5; 6; 4; 3; 7 
16;045a. Alemão; - ; - ; - ; - ; 1; - ; - ; - ; - ; - ; 2; -   
24;048a. Seropédica; 1; 2; 5; 2; - ; 2; 2; 1; 1; 2; 3; -   
24;050a. Itaguaí; 3; 6; 4; 8; 9; 8; 11; 8; 8; 10; 6; 9 
24;051a. Paracambí; - ; - ; 3; - ; 1; 1; - ; 1; - ; 4; 1; -   
20;052a. nova Iguaçu; 13; 9; 6; 11; 19; 18; 9; 8; 9; 5; 5; 11 
20;053a. Mesquita; 16; 14; 6; 14; 21; 18; 6; 7; 5; 1; 5; 9 
39;054a. Belford Roxo; 10; 25; 21; 9; 7; 10; 10; 6; 2; 6; 6; 10 
24;055a. Queimados; 6; 8; 18; 3; 6; 8; 10; 11; 5; 9; 5; 3 
20;056a. Comendador Soares; 12; 13; 15; 13; 9; 14; 14; 10; 7; 15; 14; 8 
20;057a. Nilópolis; 14; 20; 10; 22; 17; 19; 18; 17; 8; 6; 8; 6 
20;058a. Posse; 17; 10; 12; 14; 12; 20; 13; 12; 8; 5; 5; 14 
15;059a. Duque de Caxias; 21; 24; 20; 18; 22; 18; 19; 18; 9; 8; 11; 9 
15;060a. Campos Elíseos; 21; 16; 11; 12; 9; 20; 16; 14; 13; 5; 5; 7 
15;061a. Xerém; - ; 3; 1; 1; - ; 2; 2; 5; 3; 1; - ; -   
15;062a. Imbariê; 7; 4; 8; 10; 9; 7; 15; 6; 15; 7; 3; 9 
24;063a. Japerí; - ; 2; 12; - ; 2; 1; 3; 1; - ; 1; - ; 2 
21;064a. Vilar dos Teles; 41; 30; 30; 33; 25; 24; 25; 28; 17; 25; 18; 19 
34;065a. Magé; 5; - ; 3; 6; - ; 1; 2; 3; 1; - ; 3; 2 
34;066a. Piabetá; 3; 2; 5; 2; 4; 4; 4; 3; 2; 3; 4; 2 
34;067a. Guapimirim; - ; 2; - ; 2; 1; 3; 5; 2; - ; 1; 3; 4 
35;070a. Tanguá; - ; 1; - ; - ; - ; 2; - ; 5; 1; - ; 1; -   
35;071a. Itaboraí; 10; 7; 17; 11; 11; 11; 16; 10; 9; 9; 7; 5 
7;072a. São Gonçalo; 16; 10; 7; 13; 12; 19; 11; 8; 14; 6; 8; 21 
7;073a. Neves; 9; 18; 11; 24; 24; 16; 15; 11; 9; 10; 8; 7 
7;074a. Alcantara; 23; 24; 17; 12; 19; 9; 18; 11; 10; 18; 12; 14 
7;075a. Rio do Ouro; 14; 6; 8; 11; 8; 13; 11; 12; 15; 7; 4; 10 
12;076a. Niterói - Centro; 6; 2; 7; 7; 2; 2; 12; 7; 2; 5; 3; 4 
12;077a. Icaraí; 8; 4; 3; 7; 5; 14; 14; 13; 3; 3; 2; 11 
12;078a. Fonseca; 7; 9; 9; 6; 5; 3; 5; 1; 4; 3; 5; 13 
12;079a. Jurujuba; 8; 4; 2; 1; 1; 5; 7; 2; 7; 6; 2; 2 
12;081a. Itaipú; 3; 8; 1; 4; 3; 4; 6; 3; 6; 6; 5; 6 
12;082a. maricá; 5; 3; 5; 5; 11; 4; 5; 8; 3; 2; 2; 3 
10;087a. Paty do Alferes; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
10;088a. Barra do Piraí; 1; - ; 1; - ; 1; - ; - ; - ; - ; - ; - ; -   
37;089a. Resende; 2; 7; 5; 6; 6; - ; 4; 6; 3; 8; 8; 4 
28;090a. Barra Mansa; 9; 15; 4; 4; 7; 5; 5; 6; 7; 2; - ; 2 
10;091a. Valença; - ; - ; - ; 1; - ; 1; - ; - ; - ; - ; - ; -   
10;092a. Rio das Flores; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
28;093a. Volta Redonda; 10; 9; 9; 13; 5; 8; 4; 7; 6; 4; 1; 1 
10;094a. Piraí; - ; - ; - ; - ; 2; - ; - ; - ; - ; - ; 1; -   
10;095a. Vassouras; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
10;096a. Miguel Pereira; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
10;097a. Mendes; - ; - ; - ; 1; - ; - ; - ; - ; - ; 1; - ; -   
10;098a. Paulo de Frontin; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
37;099a. Itatiaia; 1; 2; 1; 2; - ; 1; 1; - ; - ; 1; - ; -   
37;100a. Porto Real; 1; 1; - ; - ; - ; - ; 2; 1; 1; - ; 1; -   
28;101a. Pinheiral; 2; - ; 1; - ; 1; 2; 1; 3; - ; - ; - ; -   
30;104a. São J. Rio Preto; - ; - ; - ; - ; - ; - ; - ; - ; 1; - ; - ; -   
26;105a. Petrópolis; 1; 2; 3; 1; 1; 3; 1; - ; 1; 1; 2; -   
26;106a. Itaipava; - ; 1; - ; 1; - ; 3; 1; - ; - ; 1; - ; 1 
38;107a. Paraíba do Sul; - ; - ; 2; - ; - ; - ; - ; - ; - ; 2; 1; -   
38;108a. Três Rios; 2; - ; - ; 1; - ; - ; - ; 1; 2; 1; - ; 1 
38;109a. Sapucaia; - ; - ; - ; 1; - ; - ; - ; - ; - ; - ; - ; -   
30;110a. Teresópolis; 1; 1; - ; 2; - ; - ; 3; - ; 1; 3; 6; 4 
30;111a. Sumidouro; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
30;112a. Carmo; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
25;118a. Araruama; 3; 2; 2; 1; 1; 4; 3; 3; 4; 2; 5; 4 
35;119a. Rio Bonito; 4; 3; 1; 1; 2; - ; 2; 2; - ; 3; 1; 2 
35;120a. Silva Jardim; 1; 3; - ; - ; - ; - ; - ; - ; - ; - ; 1; -   
32;121a. Casimiro de abreu; - ; 1; - ; - ; - ; - ; 1; 1; 1; - ; 1; -   
