AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá;12;17;7;18;20;20;13;8;14;17;18;10
5;004a. Praça da República;35;32;44;35;22;23;30;24;30;29;21;20
5;005a. Mem de Sá ;44;44;43;43;42;45;35;43;43;44;47;39
4;006a. Cidade Nova;38;34;24;38;41;24;31;27;33;32;30;31
5;007a. Santa Tereza;10;22;19;11;7;15;16;16;16;10;9;17
2;009a. Catete;21;27;19;36;38;28;32;32;34;30;39;27
2;010a. Botafogo;24;35;32;26;38;31;38;32;30;28;33;44
23;011a. Rocinha; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;26
19;012a. Copacabana;55;54;49;48;64;56;56;55;53;64;38;87
19;013a. Ipanema;26;26;24;29;25;37;16;22;26;23;16;43
23;014a. Leblon;38;23;29;30;27;22;26;15;20;23;35;27
23;015a. Gávea;42;45;52;48;45;32;32;43;40;60;39;30
31;016a. Barra da Tijuca;67;66;86;73;90;70;77;75;55;71;69;56
4;017a. São Cristóvão;41;46;48;47;38;35;36;43;63;58;46;45
4;018a. Praça da Bandeira;21;18;25;18;23;16;15;28;21;23;12;16
6;019a. Tijuca;34;44;49;53;51;60;49;48;57;42;39;66
6;020a. Grajaú;54;58;53;40;48;63;54;51;51;42;45;53
22;021a. Bonsucesso;74;114;91;71;74;77;63;69;83;61;68;67
16;022a. Penha;75;66;92;79;87;69;61;67;64;69;65;86
3;023a. Meier;35;44;38;42;37;31;30;47;40;34;37;48
3;024a. Piedade;45;58;54;46;33;49;55;54;46;45;42;45
3;025a. Engenho Novo;44;64;53;41;56;45;43;26;50;63;54;48
3;026a. Todos os Santos;52;27;43;45;28;40;27;29;28;44;50;46
41;027a. Vicente de Carvalho;72;72;49;52;55;37;46;46;54;48;42;57
9;028a. Campinho;75;63;95;63;73;69;57;81;78;91;67;70
9;029a. Madureira;42;52;60;62;61;64;32;50;48;46;52;54
9;030a. Marechal Hermes;69;71;84;63;58;76;72;63;66;78;72;61
41;031a. Ricardo Albuquerque;47;58;50;53;66;49;58;48;59;48;49;54
18;032a. Taquara;258;235;249;215;246;219;218;212;243;256;261;259
14;033a. Realengo ;124;141;143;168;110;135;133;117;118;126;113;114
14;034a. Bangu ;146;144;155;122;128;148;120;120;137;124;149;156
40;035a. Campo Grande;251;327;287;269;251;295;226;289;244;279;293;263
27;036a. Santa Cruz;134;171;167;176;148;161;142;129;160;143;142;161
17;037a. Ilha do Governador;60;63;84;79;69;88;82;67;74;58;60;82
16;038a. Braz de Pina;90;58;67;66;75;76;61;78;61;70;74;58
41;039a. Pavuna;46;40;41;56;51;60;40;62;34;48;47;41
9;040a. Honório Gurgel;35;33;30;46;41;41;44;37;28;53;29;50
18;041a. Tanque;80;84;89;57;61;68;56;76;62;85;84;59
31;042a. Recreio;84;94;101;85;78;103;71;89;91;67;89;108
27;043a. Pedra de Guaratiba ;80;80;105;97;76;80;94;87;97;92;84;86
3;044a. Inhaúma ;32;32;36;24;37;35;23;29;35;22;30;28
16;045a. Alemão; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;3
24;048a. Seropédica;36;40;24;38;43;39;47;42;24;34;32;44
24;050a. Itaguaí;64;80;59;53;61;55;55;49;42;46;33;61
24;051a. Paracambí;21;29;37;22;23;19;23;15;10;19;25;15
20;052a. Nova Iguaçu;66;42;63;59;63;71;90;89;85;71;85;63
20;053a. Mesquita;78;77;93;85;66;73;76;52;50;64;75;83
39;054a. Belford Roxo;182;168;165;147;124;145;131;147;101;148;143;141
24;055a. Queimados;106;97;100;95;86;80;77;86;95;83;61;81
20;056a. Comendador Soares;74;111;125;108;117;96;82;119;116;118;103;138
20;057a. Nilópolis;85;97;100;73;103;85;107;82;102;97;85;101
20;058a. Posse;129;192;204;166;192;173;162;169;219;207;205;206
15;059a. Duque de Caxias;216;218;211;198;186;146;201;189;168;217;154;188
15;060a. Campos Elíseos ;99;133;113;105;78;91;74;76;91;94;87;106
15;061a. Xerém ;27;14;26;15;18;15;15;22;14;22;13;17
15;062a. Imbariê;80;62;63;55;57;62;52;54;46;75;44;59
24;063a. Japerí ;31;35;46;43;39;42;45;47;45;40;55;51
21;064a. Vilar dos Teles;151;173;191;164;179;179;163;178;198;215;182;207
34;065a. Magé ;53;45;44;52;33;44;40;35;39;49;40;48
34;066a. Piabetá;80;75;72;71;75;78;52;66;81;65;80;82
34;067a. Guapimirim;9;13;26;16;24;28;31;24;19;32;25;15
35;070a. Tanguá;23;18;20;14;11;12;8;13;19;21;18;13
35;071a. Itaboraí;105;104;110;98;99;82;102;105;81;97;75;110
7;072a. São Gonçalo;146;134;120;129;128;150;107;120;155;137;124;199
7;073a. Neves;102;62;117;109;93;89;111;86;102;77;97;112
7;074a. Alcantara;138;126;164;135;147;112;89;119;121;100;126;164
7;075a. Rio do Ouro;69;73;74;66;88;69;51;74;82;52;62;70
12;076a. Niterói - Centro;37;31;35;44;50;29;36;32;28;35;45;45
12;077a. Icaraí;36;30;39;31;23;34;26;25;36;34;23;28
12;078a. Fonseca;49;56;48;56;51;53;47;47;51;74;48;58
12;079a. Jurujuba;24;26;32;26;33;24;20;23;29;38;30;24
12;081a. Itaipú;56;53;55;31;42;28;27;40;42;37;52;45
12;082a. Maricá;84;74;72;72;77;64;83;63;50;65;73;78
10;087a. Paty do Alferes; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
10;088a. Barra do Piraí;35;40;48;39;35;47;45;32;45;49;40;45
37;089a. Resende;79;70;72;72;79;58;80;78;97;96;75;85
28;090a. Barra Mansa;45;68;60;54;59;65;48;59;54;54;96;56
10;091a. Valença;31;36;33;34;34;30;24;31;31;15;26;36
10;092a. Rio das Flores;5;10;10;5;11;3;3;3;10;7;5;2
28;093a. Volta Redonda;102;108;124;99;122;120;68;97;100;115;95;128
10;094a. Piraí;17;12;37;13;16;16;12;17;24;12;9;16
10;095a. Vassouras;14;14;12;10;12;13;7;14;5;21;20;17
10;096a. Miguel Pereira;23;20;14;15;22;20;13;16;26;12;18;32
10;097a. Mendes;15;5;9;7;2;5;5;5;8;2;4;7
10;098a. Paulo de Frontin;12;12;6;8;5;6;17;14;7;8;9;7
37;099a. Itatiaia;19;35;22;20;12;21;21;29;19;17;11;11
37;100a. Porto Real;10;5;17;10;14;10;14;19;13;20;14;8
28;101a. Pinheiral ;18;18;25;23;18;32;25;24;16;25;15;16
30;104a. São J. Rio Preto;6;6;7;3;5;8;6;3;10; -   ;7;9
26;105a. Petrópolis;97;79;86;69;63;76;46;54;67;57;61;59
26;106a. Itaipava;18;17;23;32;20;15;24;29;37;33;23;32
38;107a. Paraíba do Sul;25;14;11;16;21;15;22;19;12;7;22;18
38;108a. Três Rios;28;34;46;31;35;29;39;34;40;51;76;68
38;109a. Sapucaia;4;4;3;4;8;4;7;7;6;8;11;2
30;110a. Teresópolis;65;53;58;53;71;70;44;58;57;68;95;77
30;111a. Sumidouro;7;2;4;5;6;5;3;4;4;9;5;2
30;112a. Carmo;11;6;13;5;5;6;7;8;13;16;4;11
25;118a. Araruama;71;62;58;68;46;52;48;51;59;70;70;60
35;119a. Rio Bonito ;28;32;27;28;34;26;16;21;18;22;28;21
35;120a. Silva Jardim;6;4;8;3;9;6;6;8;17;12;4;7
32;121a. Casimiro de Abreu;17;17;18;9;10;14;5;10;20;28;16;39
32;122a. Conceição de Macabú;13;17;11;13;12;5;6;11;8;17;11;7
32;123a. Macaé ;115;87;104;97;95;85;77;93;98;115;70;101
25;124a. Saquarema;54;39;39;37;44;46;39;36;40;44;47;33
25;125a. São Pedro da Aldeia;25;30;44;28;32;29;30;25;29;32;24;33
25;126a. Cabo Frio ;93;91;97;84;78;66;87;71;106;115;86;91
25;127a. Búzios;29;24;28;34;28;27;33;25;16;20;37;19
32;128a. Rio das Ostras;47;50;47;53;47;57;45;56;62;75;66;72
25;129a. Iguaba ;20;9;10;15;11;18;12;11;25;22;24;14
32;130a. Quissamã ;9;19;18;13;13;12;11;18;13;6;6;9
25;132a. Arraial do Cabo;28;16;15;7;13;16;10;15;6;20;21;24
8;134a. Campos;57;67;95;106;112;120;113;110;124;129;119;129
36;135a. Itaocara;11;14;11;9;11;11;9;14;4;13;3;20
36;136a. Santo Antônio de Pádua;16;21;24;33;12;15;21;16;14;33;25;31
36;137a. Miracema;11;9;13;17;14;12;12;14;25;14;27;11
29;138a. Lajes de Muriaré;4;2;8;4;5;2;7;12;2;1;5;1
29;139a. Porciúncula;21;5;21;8;6;7;2;23;15;11;18;23
29;140a. Natividade ;7;8;9;7;8;11;5;7;6;6;11;3
8;141a. São Fidelis;21;14;17;15;17;21;15;16;14;23;20;19
36;142a. Cambucí;9;7;6;3;6;3;5;6;1;5;12;8
29;143a. Itaperuna;56;55;79;66;70;59;50;49;53;52;43;40
29;144a. Bom Jesus do Itabapoana;23;25;22;18;16;19;21;24;30;17;35;23
8;145a. São João da Barra;14;24;25;18;21;9;9;14;15;13;21;9
8;146a. Guarus;75;65;71;53;82;66;72;75;55;45;40;85
8;147a. São Francisco de Itabapoana;10;13;12;38;39;14;7;19;18;16;24;10
29;148a. Italva ;9;24;25;8;12;33;20;19;19;16;11;9
11;151a. Nova Friburgo;96;106;147;109;115;108;107;97;104;100;111;130
11;152a. Duas Barras;15;7;6;7;8;3;6;9;5;11;2;4
11;153a. Cantagalo;9;28;18;8;17;28;11;13;14;16;9;17
11;154a. Cordeiro;19;18;7;14;26;15;9;16;10;6;7;7
36;155a. São Sebastião do Alto;4;10;5;3;3;2;2;6;3;1;3; -   
11;156a. Santa Maria Madalena;5;5;6;4;5;2;1;2;8;4;5;6
11;157a. Trajano de Morais;4;3;7;7;8;5;7;6;6;4; -   ;3
11;158a. Bom Jardim;19;10;5;6;8;8;6;8;8;12;14;5
35;159a. Cachoeira de Macacú;28;38;16;14;20;23;19;21;25;33;30;22
33;165a. Mangaratiba;28;18;23;17;14;22;27;18;12;23;21;31
33;166a. Angra dos Reis;95;87;73;91;94;67;61;70;93;76;77;97
33;167a. Paraty;33;41;32;21;23;21;28;37;27;26;28;31
33;168a. Rio Claro ;18;12;13;11;14;12;10;11;11;2;9;11
