AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 3; 2; 3; 1; 8; 6; 4; 3; 6; 3; 4; 5 
5;004a. Praça da República; 4; 2; 8; 4; 3; 7; 11; 9; 7; 8; 5; 2 
5;005a. Mem de Sá; 5; 8; 5; 7; 6; 10; 10; 11; 8; 6; 6; 9 
4;006a. Cidade nova; 1; 3; 3; 2; 1; 2; 2; 5; 5; 1; - ; 3 
5;007a. Santa Tereza; 1; - ; - ; 1; 1; 2; 2; - ; - ; 1; 1; -   
2;009a. Catete; 5; 3; 3; 2; 11; 13; 12; 5; 3; 4; 4; 9 
2;010a. Botafogo; 4; 4; 1; 1; 9; 8; - ; 4; 5; 3; 2; 6 
23;011a. Rocinha; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 2 
19;012a. Copacabana; 4; 4; 6; 2; 3; 7; 1; 5; 1; 3; 4; 7 
19;013a. Ipanema; 3; 3; 2; 2; 1; 6; 6; 4; - ; 1; 4; 2 
23;014a. Leblon; 1; 2; 7; 3; 6; 7; 3; 3; 3; 6; 3; 5 
23;015a. Gávea; - ; 3; 1; - ; 1; 2; 4; 6; 3; 1; - ; 3 
31;016a. Barra da Tijuca; 1; 1; 5; 3; 10; 2; 4; 1; 8; 5; 2; 9 
4;017a. São Cristóvão; - ; 5; 2; 6; 7; 10; 8; 3; 9; 6; 1; 4 
4;018a. Praça da Bandeira; 5; 4; 4; 4; 5; 6; 5; 2; 4; 2; 5; 4 
6;019a. Tijuca; 1; 1; 2; 2; 2; 5; 4; 6; 5; 8; 7; 5 
6;020a. Grajaú; 6; 3; 5; 2; 4; 7; 11; 8; 8; 5; 11; 12 
22;021a. Bonsucesso; 12; 3; 6; 3; 9; 7; 8; 13; 11; 12; 9; 13 
16;022a. Penha; 15; 11; 9; 11; 11; 6; 13; 8; 18; 21; 16; 8 
3;023a. Meier; 5; 8; 2; 9; 8; 6; 9; 11; 4; 5; 16; 1 
3;024a. Piedade; 4; 3; 3; 5; 4; 11; 3; 5; 5; 7; 19; 5 
3;025a. Engenho novo; 10; 8; 12; 5; 10; 13; 11; 9; 15; 9; 10; 6 
3;026a. Todos os Santos; 10; 4; 3; 2; 10; 5; 2; 10; 11; 4; 14; 6 
41;027a. Vicente de Carvalho; 16; 12; 12; 16; 8; 5; 9; 17; 9; 14; 13; 10 
9;028a. Campinho; 3; 3; 5; 2; 11; 8; 14; 21; 12; 8; 12; 10 
9;029a. Madureira; 11; 8; 6; 6; 9; 6; 11; 13; 8; 13; 8; 13 
9;030a. marechal Hermes; 1; 3; 3; 4; 5; 9; 4; 7; 7; 5; 8; 4 
41;031a. Ricardo Albuquerque; 5; 6; 4; 7; 6; 6; 6; 8; 2; 6; 4; 11 
18;032a. Taquara; 7; 3; 5; 8; 15; 2; 10; 8; 10; 7; 10; 14 
14;033a. Realengo; 5; 3; 6; 13; 16; 13; 18; 6; 9; 6; 7; 15 
14;034a. Bangu; 4; 12; 7; 9; 13; 12; 13; 13; 7; 14; 23; 23 
40;035a. Campo Grande; 11; 11; 13; 12; 12; 17; 17; 11; 11; 9; 25; 14 
27;036a. Santa Cruz; 2; 5; 9; 10; 5; 8; 3; 8; 8; 5; 3; 6 
17;037a. Ilha do Governador; 4; 3; 2; 3; 6; 4; 2; 4; 3; 4; 2; 1 
16;038a. Braz de Pina; 9; 7; 8; 5; 5; 8; 8; 7; 8; 7; 5; 10 
41;039a. Pavuna; 2; 2; 9; 12; 4; 3; 2; 15; 8; 4; 9; 12 
9;040a. Honório Gurgel; 7; 4; 7; 6; 3; 10; 5; 12; 2; 3; 4; 4 
18;041a. Tanque; 3; 4; 1; 2; 4; 5; 4; 4; 2; 2; 2; 16 
31;042a. Recreio; 4; 4; 5; 3; 7; 7; 7; 4; 7; 5; 5; 4 
27;043a. Pedra de Guaratiba; 1; 5; 4; 4; 1; 2; 1; 1; - ; 4; 1; -   
3;044a. Inhaúma; 9; 7; 5; 2; 9; 1; 5; 4; 5; 10; 6; 13 
16;045a. Alemão; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; -   
24;048a. Seropédica; 1; 1; 1; 2; 1; 1; 2; 4; 4; 2; 1; 4 
24;050a. Itaguaí; 9; 2; 10; 14; 8; 3; 6; 8; 4; 6; 3; 8 
24;051a. Paracambí; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1; 2; 1 
20;052a. nova Iguaçu; 12; 10; 8; 4; 6; 9; 10; 15; 8; 8; 8; 4 
