AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; - ; - ; - ; - ; - ; - ; - ; 1; - ; - ; 1; -   
5;004a. Praça da República; 1; 1; 3; 1; 2; - ; 1; - ; 2; 2; 1; 2 
5;005a. Mem de Sá; 1; 2; 1; 2; 1; - ; 3; 3; 1; 1; 1; 2 
4;006a. Cidade nova; 1; - ; 3; 1; 2; 1; 1; 3; 1; 1; 2; -   
5;007a. Santa Tereza; 1; 1; - ; - ; 2; 1; - ; - ; - ; 1; 2; 2 
2;009a. Catete; 1; 5; 1; 3; 2; - ; 4; 1; - ; 1; - ; 2 
2;010a. Botafogo; 1; 2; 1; 3; - ; 1; 6; 2; 4; 1; 1; 2 
23;011a. Rocinha; 1; - ; - ; 1; 1; - ; 1; - ; 2; 1; - ; 2 
19;012a. Copacabana; 4; 4; 2; 2; 1; 2; - ; 3; 2; - ; 1; -   
19;013a. Ipanema; - ; - ; 1; - ; 2; - ; 1; - ; - ; - ; - ; -   
23;014a. Leblon; 1; - ; 2; - ; 2; - ; - ; 1; 1; - ; - ; 1 
23;015a. Gávea; 1; 1; - ; 2; 2; 1; 1; 5; - ; - ; - ; 1 
31;016a. Barra da Tijuca; 3; 1; 4; 2; - ; - ; 3; 3; 1; 4; 5; 2 
4;017a. São Cristóvão; 2; 1; - ; - ; 3; 1; 1; 2; 4; 2; 1; 3 
4;018a. Praça da Bandeira; - ; 1; - ; - ; - ; - ; 1; 1; - ; 1; 1; -   
6;019a. Tijuca; 2; 2; 4; 2; 1; 1; 4; 2; 1; - ; 1; 2 
6;020a. Grajaú; 2; 8; 3; 1; 11; 3; 1; 3; 1; 3; - ; -   
22;021a. Bonsucesso; 7; 2; 1; 4; 4; 3; 7; 6; 5; 4; 7; 8 
16;022a. Penha; 2; 1; 5; 1; 2; 7; 4; 1; 3; 2; 2; 1 
3;023a. Meier; 1; 1; 1; 1; 1; 1; - ; 4; 1; - ; 2; -   
3;024a. Piedade; 1; - ; 2; - ; - ; 3; 1; 1; 2; 1; 2; 4 
3;025a. Engenho novo; 4; 3; 2; - ; 1; - ; 5; 1; 6; 3; 2; 2 
3;026a. Todos os Santos; - ; - ; 1; 3; - ; 1; - ; - ; 1; 2; 2; 3 
41;027a. Vicente de Carvalho; 1; - ; 4; 7; 1; - ; 3; - ; 1; - ; 4; -   
9;028a. Campinho; - ; 1; 2; 4; 2; 4; 2; 6; 7; 1; 5; 6 
