AISP (BPM);CISP (DP);jan;fev;mar;abr;mai;jun;jul;ago;set;out;nov;dez
5;001a. Praça Mauá; 1; 1; - ; 3; 1; 1; 2; 1; 1; - ; - ; 1 
5;004a. Praça da República; 2; 7; 5; 8; 6; 8; 2; 3; 1; 4; 3; 4 
5;005a. Mem de Sá; 3; 4; 6; 6; 2; 2; 6; 6; 10; 2; 3; 1 
4;006a. Cidade nova; 20; 14; 12; 17; 14; 16; 16; 13; 24; 15; 6; 14 
5;007a. Santa Tereza; 15; 5; 3; 7; 7; 1; 10; 3; 5; 3; 3; 9 
2;009a. Catete; 5; 5; 3; 3; 5; 4; 6; 10; 8; 6; 9; 3 
2;010a. Botafogo; 11; 2; 6; 9; 8; 4; 4; 3; 9; 2; 5; 5 
23;011a. Rocinha; - ; - ; 1; - ; - ; 1; - ; 1; - ; - ; - ; -   
19;012a. Copacabana; 6; 5; 3; 2; 6; 5; 1; 5; 5; 4; 2; 4 
19;013a. Ipanema; 2; 2; 1; 2; 3; - ; - ; 2; - ; - ; - ; 3 
23;014a. Leblon; 7; 8; 10; 3; 5; 4; - ; 4; 1; 1; 3; 2 
23;015a. Gávea; 10; 11; 6; 4; 5; 5; 5; 2; 6; - ; 1; 4 
31;016a. Barra da Tijuca; 17; 34; 13; 6; 15; 17; 18; 16; 16; 17; 9; 9 
4;017a. São Cristóvão; 46; 32; 27; 41; 20; 19; 17; 19; 16; 19; 22; 12 
4;018a. Praça da Bandeira; 1; 3; 1; 4; 3; 3; - ; 2; 3; 5; 1; 1 
6;019a. Tijuca; 3; 6; 6; 9; 14; 6; 4; 17; 7; 9; 1; 10 
6;020a. Grajaú; 5; 5; 9; 11; 12; 11; 9; 3; 9; 6; 3; 8 
22;021a. Bonsucesso; 75; 54; 115; 159; 105; 44; 40; 48; 58; 28; 33; 39 
16;022a. Penha; 46; 27; 27; 28; 38; 29; 34; 28; 40; 28; 30; 39 
3;023a. Meier; 11; 11; 11; 19; 10; 12; 11; 12; 11; 9; 14; 8 
3;024a. Piedade; 18; 17; 17; 12; 13; 18; 10; 13; 7; 12; 22; 17 
3;025a. Engenho novo; 28; 30; 34; 37; 32; 26; 29; 15; 20; 29; 16; 20 
3;026a. Todos os Santos; 11; 14; 6; 11; 12; 9; 6; 10; 5; 5; 7; 11 
41;027a. Vicente de Carvalho; 27; 29; 31; 28; 42; 39; 29; 26; 36; 33; 35; 36 
9;028a. Campinho; 18; 11; 18; 19; 19; 12; 16; 16; 11; 15; 15; 18 
9;029a. Madureira; 47; 36; 24; 38; 57; 29; 38; 47; 33; 31; 50; 48 
9;030a. marechal Hermes; 15; 20; 26; 37; 32; 28; 30; 31; 13; 21; 23; 25 
41;031a. Ricardo Albuquerque; 21; 25; 24; 22; 26; 12; 24; 22; 32; 25; 22; 25 
18;032a. Taquara; 38; 20; 19; 23; 35; 16; 25; 18; 19; 28; 24; 33 
14;033a. Realengo; 36; 38; 44; 43; 33; 25; 37; 20; 38; 41; 28; 15 
14;034a. Bangu; 107; 91; 112; 85; 118; 85; 106; 77; 96; 84; 71; 77 
40;035a. Campo Grande; 34; 41; 44; 40; 64; 49; 33; 51; 41; 26; 31; 35 
27;036a. Santa Cruz; 29; 32; 32; 38; 40; 29; 41; 46; 34; 34; 26; 26 
17;037a. Ilha do Governador; 19; 18; 42; 12; 20; 11; 16; 11; 15; 20; 16; 17 
16;038a. Braz de Pina; 53; 47; 66; 61; 54; 57; 52; 49; 50; 44; 63; 48 
41;039a. Pavuna; 125; 92; 198; 114; 108; 98; 108; 99; 146; 130; 81; 90 
9;040a. Honório Gurgel; 41; 36; 33; 47; 61; 49; 52; 23; 33; 41; 34; 50 
18;041a. Tanque; 7; 7; 5; 8; 9; 12; 3; 2; 3; 5; 6; 8 
